Id,Label,timeset,v_nameauthor
n1153,Nahla Ben Amor,,Nahla Ben Amor
n1154,Sune S. Nielsen,,Sune S. Nielsen
n1155,Gregoire Danoy,,Gregoire Danoy
n1156,Wiktor Jurkowski,,Wiktor Jurkowski
n1157,Roland Krause,,Roland Krause
n1158,Reinhard Schneider 0002,,Reinhard Schneider 0002
n1159,S. Ouchraa,,S. Ouchraa
n1160,Nadiya Shvai,,Nadiya Shvai
n1161,Raca Todosijevic,,Raca Todosijevic
n1162,Vitor Nazario Coelho,,Vitor Nazario Coelho
n1163,Thays A. Oliveira,,Thays A. Oliveira
n1164,Igor Machado Coelho,,Igor Machado Coelho
n1165,Bruno N. Coelho,,Bruno N. Coelho
n1166,Peter J. Fleming,,Peter J. Fleming
n1167,Frederico G. Guimaraes,,Frederico G. Guimaraes
n1168,Helena Ramalhinho Dias Lourenco,,Helena Ramalhinho Dias Lourenco
n1169,Marcone J. F. Souza,,Marcone J. F. Souza
n1170,Thibaut Lust,,Thibaut Lust
n1171,Yury Kochetov,,Yury Kochetov
n1172,Manel Hajjem,,Manel Hajjem
n1173,Hend Bouziri,,Hend Bouziri
n1174,Khaled Mellouli,,Khaled Mellouli
n1175,Benjamin Weinberg,,Benjamin Weinberg
n1176,Vincent Bachelet,,Vincent Bachelet
n1177,Albert Zomaya,,Albert Zomaya
n1178,Laetitia Jourdan,,Laetitia Jourdan
n1179,Clari be Dhaenens,,Clari be Dhaenens
n1180,Pierre Be biere,,Pierre Be biere
n1181,Omar Abdelkafi,,Omar Abdelkafi
n1182,Arnaud Liefooghe,,Arnaud Liefooghe
n1183,Lha bane Idoumghar,,Lha bane Idoumghar
n1184,Julien Lepagnot,,Julien Lepagnot
n1185,Jean-Louis Paillaud,,Jean-Louis Paillaud
n1186,Irena Deroche,,Irena Deroche
n1187,Laurent A. Baumes,,Laurent A. Baumes
n1188,Pierre Collet,,Pierre Collet
n1189,Mathieu Brevilliers,,Mathieu Brevilliers
n1190,Houda Derbel,,Houda Derbel
n1191,Xiaoran Ruan,,Xiaoran Ruan
n1192,Ke Li,,Ke Li
n1193,Taishi Ito,,Taishi Ito
n1194,Hernan E. Aguirre,,Hernan E. Aguirre
n1195,Kiyoshi Tanaka,,Kiyoshi Tanaka
n1196,Sebastien Verel,,Sebastien Verel
n1197,Yuri Marca,,Yuri Marca
n1198,Saul Zapotecas Martinez,,Saul Zapotecas Martinez
n1199,Nicolas Berveglieri,,Nicolas Berveglieri
n1200,Hugo Monzon,,Hugo Monzon
n1201,"Qingfu Zhang  ",,"Qingfu Zhang  "
n1202,Jialong Shi,,Jialong Shi
n1203,Jianyong Sun,,Jianyong Sun
n1204,Manuel Lopez-Iba nez,,Manuel Lopez-Iba nez
n1205,Christopher Jankee,,Christopher Jankee
n1206,Oliver Cuate,,Oliver Cuate
n1207,Oliver Schutze,,Oliver Schutze
n1208,Miyako Sagawa,,Miyako Sagawa
n1209,Fabio Daolio,,Fabio Daolio
n1210,Mohamed Mosbah,,Mohamed Mosbah
n1211,Cyril Gavoille,,Cyril Gavoille
n1212,Philippe Preux,,Philippe Preux
n1213,Melek Ben Mrad,,Melek Ben Mrad
n1214,David Peleg,,David Peleg
n1215,Dimo Brockhoff,,Dimo Brockhoff
n1216,Juan Jose Palacios Alonso,,Juan Jose Palacios Alonso
n1217,Stefan Gruner,,Stefan Gruner
n1218,Luis Paquete,,Luis Paquete
n1219,"Manuel Lopez-Iba nez  ",,"Manuel Lopez-Iba nez  "
n1220,Matthieu Ba beur,,Matthieu Ba beur
n1221,Adrien Goeffon,,Adrien Goeffon
n1222,Jin-Kao Hao,,Jin-Kao Hao
n1223,Alexandre D. Jesus,,Alexandre D. Jesus
n1224,Jose Rui Figueira,,Jose Rui Figueira
n1225,Qingfu Zhang,,Qingfu Zhang
n1226,Hernan Aguirre,,Hernan Aguirre
n1227,Jeremie Humeau,,Jeremie Humeau
n1228,Wenjuan Gu,,Wenjuan Gu
n1229,Diego Cattaruzza,,Diego Cattaruzza
n1230,Maxime Ogier,,Maxime Ogier
n1231,Frederic Semet,,Frederic Semet
n1232,"Maria I. Restrepo  ",,"Maria I. Restrepo  "
n1233,Thomas Pocreau,,Thomas Pocreau
n1234,Bernard Gendron,,Bernard Gendron
n1235,Paul-Virak Khuong,,Paul-Virak Khuong
n1236,Rahma Lahyani,,Rahma Lahyani
n1237,Mahdi Khemakhem,,Mahdi Khemakhem
n1238,S. Binart,,S. Binart
n1239,Pierre Dejax,,Pierre Dejax
n1240,Michel Gendreau,,Michel Gendreau
n1241,Shahin Gelareh,,Shahin Gelareh
n1242,Rahimeh Neamatian Monemi,,Rahimeh Neamatian Monemi
n1243,Gilles Goncalves,,Gilles Goncalves
n1244,Leonardo Malta,,Leonardo Malta
n1245,Nicolas Jozefowiez,,Nicolas Jozefowiez
n1246,Paolo Toth,,Paolo Toth
n1247,Daniele Vigo,,Daniele Vigo
n1248,eric Duch ene,,eric Duch ene
n1249,Gilbert Laporte,,Gilbert Laporte
n1250,Pamela C. Nolz,,Pamela C. Nolz
n1251,Karl F. Doerner,,Karl F. Doerner
n1252,Arnaud Freville,,Arnaud Freville
n1253,Nicola Yanev,,Nicola Yanev
n1254,Dominique Feillet,,Dominique Feillet
n1255,Gianpaolo Ghiani,,Gianpaolo Ghiani
n1256,Eric Taillard,,Eric Taillard
n1257,Nicolas Dubois,,Nicolas Dubois
n1258,Teodor Gabriel Crainic,,Teodor Gabriel Crainic
n1259,eric Duchenne,,eric Duchenne
n1260,Brigitte Jaumard,,Brigitte Jaumard
n1261,Tsevi Vovor,,Tsevi Vovor
n1262,Luce Brotcorne,,Luce Brotcorne
n1263,Didier Au bel,,Didier Au bel
n1264,Sebastien Lepaul,,Sebastien Lepaul
n1265,Leonard von Niederhausern,,Leonard von Niederhausern
n1266,Mathieu Besancon,,Mathieu Besancon
n1267,Miguel F. Anjos,,Miguel F. Anjos
n1268,Yezekael Hayel,,Yezekael Hayel
n1269,Dominique Quadri,,Dominique Quadri
n1270,Tania Jimenez,,Tania Jimenez
n1271,B. Tounsi,,B. Tounsi
n1272,Ioana C. Bilegan,,Ioana C. Bilegan
n1273,Raid Mansi,,Raid Mansi
n1274,F. Cirinei,,F. Cirinei
n1275,Patrice Marcotte,,Patrice Marcotte
n1276,Gilles Savard,,Gilles Savard
n1277,Bernard Fortz,,Bernard Fortz
n1278,Martine Labbe,,Martine Labbe
n1279,Talbi El-Ghazali,,Talbi El-Ghazali
n1280,Guido Perboli,,Guido Perboli
n1281,Mariangela Rosano,,Mariangela Rosano
n1282,Qu Wei,,Qu Wei
n1283,Bayrem Tounsi,,Bayrem Tounsi
n1284,Alain Montmeat,,Alain Montmeat
n1285,Daniel De Wolf,,Daniel De Wolf
n1286,Sezin Afsar,,Sezin Afsar
n1287,Nabil Absi,,Nabil Absi
n1288,Sylvain Hou beman,,Sylvain Hou beman
n1289,Jesus Gonzalez-Feliu,,Jesus Gonzalez-Feliu
n1290,Thibaut Vidal,,Thibaut Vidal
n1291,Rafik Makhloufi,,Rafik Makhloufi
n1292,Frederic Meunier,,Frederic Meunier
n1293,Martin Bue,,Martin Bue
n1294,Yuan Yuan,,Yuan Yuan
n1295,Van-Dat Cung,,Van-Dat Cung
n1296,Julien Boi biere,,Julien Boi biere
n1297,Stephane Bri bet,,Stephane Bri bet
n1298,Sai Ho Chung,,Sai Ho Chung
n1299,Adham Kaloun,,Adham Kaloun
n1300,Maxime Reynouard,,Maxime Reynouard
n1301,Mariam Ahmed,,Mariam Ahmed
n1302,Jean-Claude Mipo,,Jean-Claude Mipo
n1303,Lucien Mousin,,Lucien Mousin
n1304,Marie-Eleonore Ke baci,,Marie-Eleonore Ke baci
n1305,Maxence Vandromme,,Maxence Vandromme
n1306,Julie Jacques,,Julie Jacques
n1307,A. Han bke,,A. Han bke
n1308,Laetitia Vermeulen-Jourdan,,Laetitia Vermeulen-Jourdan
n1309,Marie-eleonore Ke baci-Marmion,,Marie-eleonore Ke baci-Marmion
n1310,Marie-Eleonore Marmion,,Marie-Eleonore Marmion
n1311,David Delerue,,David Delerue
n1312,Aymeric Blot,,Aymeric Blot
n1313,Benjamin Fi bet,,Benjamin Fi bet
n1314,Julie Hamon,,Julie Hamon
n1315,Remy Chevrier,,Remy Chevrier
n1316,David Corne,,David Corne
n1317,Mohammed Khabzaoui,,Mohammed Khabzaoui
n1318,Patrick Siarry,,Patrick Siarry
n1319,Marie-Laure Espinouse,,Marie-Laure Espinouse
n1320,Bernard Penz,,Bernard Penz
n1321,Holger H. Hoos,,Holger H. Hoos
n1322,Thomas Stutzle,,Thomas Stutzle
n1323,Nadarajen Veerapen,,Nadarajen Veerapen
n1324,Camille Pageau,,Camille Pageau
n1325,Laurent Parmentier,,Laurent Parmentier
n1326,Olivier Nicol,,Olivier Nicol
n1327,Soheila Ghambari,,Soheila Ghambari
n1328,Sophie Jacquin,,Sophie Jacquin
n1329,Fanny Dufo be,,Fanny Dufo be
n1330,Anne-Lise Bedenel,,Anne-Lise Bedenel
n1331,Christophe Biernacki,,Christophe Biernacki
n1332,Patrick De Causmaecker,,Patrick De Causmaecker
n1333,Alexis Pernet,,Alexis Pernet
n1334,Heike Trautmann,,Heike Trautmann
n1335,Khedidja Seridi,,Khedidja Seridi
n1336,Moyses Siqueira Neto,,Moyses Siqueira Neto
n1337,Dalia Sulieman,,Dalia Sulieman
n1338,Marie-eleonore Ke baci,,Marie-eleonore Ke baci
n1339,Lucas Marcondes Pavelski,,Lucas Marcondes Pavelski
n1340,Myriam Regattieri Delgado,,Myriam Regattieri Delgado
n1341,Lucas M. Pavelski,,Lucas M. Pavelski
n1342,Holger Hoos,,Holger Hoos
n1343,Paul McMenemy,,Paul McMenemy
n1344,Jason Adair,,Jason Adair
n1345,Gabriela Ochoa,,Gabriela Ochoa
n1346,Kenneth N. Reid,,Kenneth N. Reid
n1347,Jingpeng Li,,Jingpeng Li
n1348,Alexander E. I. Brownlee,,Alexander E. I. Brownlee
n1349,Mathias Kern,,Mathias Kern
n1350,Jerry Swan,,Jerry Swan
n1351,Gilbert Owusu,,Gilbert Owusu
n1352,Alistair McCormick,,Alistair McCormick
n1353,Sarah L. Thomson,,Sarah L. Thomson
n1354,John R. Woodward,,John R. Woodward
n1355,David Cairns,,David Cairns
n1356,Leticia Hernando,,Leticia Hernando
n1357,William B. Langdon,,William B. Langdon
n1358,Marco Toma bini,,Marco Toma bini
n1359,Renato Tinos,,Renato Tinos
n1360,L. Darrell Whitley,,L. Darrell Whitley
n1361,Mark Harman,,Mark Harman
n1362,Edmund K. Burke,,Edmund K. Burke
n1363,Nathan Burles,,Nathan Burles
n1364,Edward Bowles,,Edward Bowles
n1365,Zoltan A. Kocsis,,Zoltan A. Kocsis
n1366,You bef Hamadi,,You bef Hamadi
n1367,Frederic Saubion,,Frederic Saubion
n1368,Jorge Maturana,,Jorge Maturana
n1369,You bef Hamadiy,,You bef Hamadiy
n1370,Sondes Ben Cheikh-Graiet,,Sondes Ben Cheikh-Graiet
n1371,Mariagrazia Dotoli,,Mariagrazia Dotoli
n1372,Slim Hammadi,,Slim Hammadi
n1373,Ningkui Wang,,Ningkui Wang
n1374,Hayfa Zgaya-Biau,,Hayfa Zgaya-Biau
n1375,Sarah Ben Othman,,Sarah Ben Othman
n1376,Faten Ajmi,,Faten Ajmi
n1377,Hayfa Zgaya,,Hayfa Zgaya
n1378,Saw ben Ben Abdallah,,Saw ben Ben Abdallah
n1379,Faiza Ajmi,,Faiza Ajmi
n1380,Sebastien Vermandel,,Sebastien Vermandel
n1381,Sondes Ben Cheikh,,Sondes Ben Cheikh
n1382,Christian Tahon,,Christian Tahon
n1383,Carmine Ru bo,,Carmine Ru bo
n1384,Jean-Marie Renard,,Jean-Marie Renard
n1385,Alain Quilliot,,Alain Quilliot
n1386,Alain Martinot,,Alain Martinot
n1387,Ines Ajmi,,Ines Ajmi
n1388,Lotfi Gammoudi,,Lotfi Gammoudi
n1389,Regis Beuscart,,Regis Beuscart
n1390,Wided Chandoul,,Wided Chandoul
n1391,Herve Camus,,Herve Camus
n1392,Nesrine Zoghlami,,Nesrine Zoghlami
n1393,Matthieu Carruel,,Matthieu Carruel
n1394,Astrid Piconese,,Astrid Piconese
n1395,Thomas Bourdeaud'huy,,Thomas Bourdeaud'huy
n1396,Nourhene Ben Rabah,,Nourhene Ben Rabah
n1397,Zhanjun Wang,,Zhanjun Wang
n1398,Khaled Mesghouni,,Khaled Mesghouni
n1399,Ayda Kaddou bi,,Ayda Kaddou bi
n1400,Karama Jeribi,,Karama Jeribi
n1401,Nawel Zangar,,Nawel Zangar
n1402,Besma Fayech Chaar,,Besma Fayech Chaar
n1403,Sawsan Saad,,Sawsan Saad
n1404,F. Maaroufi,,F. Maaroufi
n1405,Ouajdi Korbaa,,Ouajdi Korbaa
n1406,Mohsen ElHafsi,,Mohsen ElHafsi
n1407,Etienne Craye,,Etienne Craye
n1408,M. Picavet,,M. Picavet
n1409,Sabine Leroy,,Sabine Leroy
n1410,Juan Carlos Mugarza,,Juan Carlos Mugarza
n1411,Jean-Claude Gentina,,Jean-Claude Gentina
n1412,Enrique Teruel,,Enrique Teruel
n1413,Manuel Silva Suarez,,Manuel Silva Suarez
n1414,Mohamed Amin Ben Amar,,Mohamed Amin Ben Amar
n1415,Thomas Bourdeaudhuy,,Thomas Bourdeaudhuy
n1416,Bing Liu,,Bing Liu
n1417,Qing Shi,,Qing Shi
n1418,Zhuoyue Song,,Zhuoyue Song
n1419,Abdelkader El Kamel,,Abdelkader El Kamel
n1420,Jian Zhang,,Jian Zhang
n1421,Chen Xia,,Chen Xia
n1422,Yihan Liu,,Yihan Liu
n1423,Ismahene Hadj Khalifa,,Ismahene Hadj Khalifa
n1424,Yue Yu,,Yue Yu
n1425,Guanghong Gong,,Guanghong Gong
n1426,Fengxia Li,,Fengxia Li
n1427,Tian Zheng,,Tian Zheng
n1428,EcoleCentrale de Lille,,EcoleCentrale de Lille
n1429,Shaoping Wang,,Shaoping Wang
n1430,Nozha Zribi,,Nozha Zribi
n1431,Minzhi Luo,,Minzhi Luo
n1432,Jin Zhao,,Jin Zhao
n1433,Luminita Duta,,Luminita Duta
n1434,Majdi Argoubi,,Majdi Argoubi
n1435,Imed Kacem,,Imed Kacem
n1436,Jean Pierre Bourey,,Jean Pierre Bourey
n1437,Tarek Rai bi,,Tarek Rai bi
n1438,W. Byrski,,W. Byrski
n1439,Saloua Mezghani,,Saloua Mezghani
n1440,Faouzi M'Sahli,,Faouzi M'Sahli
n1441,Ridha Ben Abdennour,,Ridha Ben Abdennour
n1442,Mekki Ksouri,,Mekki Ksouri
n1443,Jean-Pierre Bourey,,Jean-Pierre Bourey
n1444,Qi Sun,,Qi Sun
n1445,Daji Tian,,Daji Tian
n1446,Ismahene Hakj Khalifa,,Ismahene Hakj Khalifa
n1447,Masahiro Oya,,Masahiro Oya
n1448,Radhia Zaghdoud,,Radhia Zaghdoud
n1449,Simon Collart Dutilleul,,Simon Collart Dutilleul
n1450,Khaled Ghedira,,Khaled Ghedira
n1451,Kamel Zidi,,Kamel Zidi
n1452,I bam Zidi,,I bam Zidi
n1453,Adnen El Amraoui,,Adnen El Amraoui
n1454,Yahong Zheng,,Yahong Zheng
n1455,Djamel Berkoune,,Djamel Berkoune
n1456,B. Abenasolo,,B. Abenasolo
n1457,Lian Lian,,Lian Lian
n1458,Besoa Rabenasolo,,Besoa Rabenasolo
n1459,Hongchang Zhang,,Hongchang Zhang
n1460,Simon Collart-Dutilleul,,Simon Collart-Dutilleul
n1461,Daouia Aiane,,Daouia Aiane
n1462,Adnen El-Amraoui,,Adnen El-Amraoui
n1463,Mahjoub Dridi,,Mahjoub Dridi
n1464,Benoit Trouillet,,Benoit Trouillet
n1465,Remy Dupas,,Remy Dupas
n1466,Tiente Tsu,,Tiente Tsu
n1467,Vincent Penelle,,Vincent Penelle
n1468,Sylvain Salvati,,Sylvain Salvati
n1469,Gregoire Sutre,,Gregoire Sutre
n1470,Igor Walukiewicz,,Igor Walukiewicz
n1471,Paul Gallot,,Paul Gallot
n1472,Anca Muscholl,,Anca Muscholl
n1473,Gabriele Puppis,,Gabriele Puppis
n1474,Lorenzo Clemente,,Lorenzo Clemente
n1475,Pawel Parys,,Pawel Parys
n1476,Gregory M. Kobele,,Gregory M. Kobele
n1477,Lionel Clement,,Lionel Clement
n1478,Jerome Kirman,,Jerome Kirman
n1479,Makoto Kanazawa,,Makoto Kanazawa
n1480,Jens Michaelis,,Jens Michaelis
n1481,Ryo Yoshinaka,,Ryo Yoshinaka
n1482,Arthur Ball,,Arthur Ball
n1483,Pierre Bourreau,,Pierre Bourreau
n1484,emeric Kien,,emeric Kien
n1485,David Janin,,David Janin
n1486,Florent Berthaut,,Florent Berthaut
n1487,Myriam Desainte-Catherine,,Myriam Desainte-Catherine
n1488,Yann Orlarey,,Yann Orlarey
n1489,Laura Kallmeyer,,Laura Kallmeyer
n1490,Giulio Manzonetto,,Giulio Manzonetto
n1491,Mai Gehrke,,Mai Gehrke
n1492,Henk Barendregt,,Henk Barendregt
n1493,Christian Retore,,Christian Retore
n1494,Philippe de Groote,,Philippe de Groote
n1495,Pierre Bourhis,,Pierre Bourhis
n1496,Michel Leclere,,Michel Leclere
n1497,Marie-Laure Mugnier,,Marie-Laure Mugnier
n1498,Federico Ulliana,,Federico Ulliana
n1499,Lily Gallois,,Lily Gallois
n1500,Meghyn Bienvenu,,Meghyn Bienvenu
n1501,Benoit Groz,,Benoit Groz
n1502,Slawomir Staworko,,Slawomir Staworko
n1503,Anne-Cecile Caron,,Anne-Cecile Caron
n1504,Yves Roos,,Yves Roos
n1505,Emmanuel Filiot,,Emmanuel Filiot
n1506,Guillem Godoy,,Guillem Godoy
n1507,Sebastian Maneth,,Sebastian Maneth
n1508,Yves Andre,,Yves Andre
n1509,Laurent Planque,,Laurent Planque
n1510,Hitoshi Ohsaki,,Hitoshi Ohsaki
n1511,Franck Seynhaeve,,Franck Seynhaeve
n1512,Remy Gilleron,,Remy Gilleron
n1513,Bruno Bogaert,,Bruno Bogaert
n1514,Jose Lozano,,Jose Lozano
n1515,Jose Martin Lozano Aparicio,,Jose Martin Lozano Aparicio
n1516,Jeremie Dusart,,Jeremie Dusart
n1517,Daniel Fernandez-alvarez,,Daniel Fernandez-alvarez
n1518,Dimitris Kontokostas,,Dimitris Kontokostas
n1519,Radu Ciucanu,,Radu Ciucanu
n1520,Angela Bonifati,,Angela Bonifati
n1521,Jorg Kreiker,,Jorg Kreiker
n1522,Marcos E. Kurban,,Marcos E. Kurban
n1523,Arend Rensink,,Arend Rensink
n1524,"Jorg Bauer  ",,"Jorg Bauer  "
n1525,"Frank Hermann  ",,"Frank Hermann  "
n1526,Harmen Kastenberg,,Harmen Kastenberg
n1527,Gabriele Taentzer,,Gabriele Taentzer
n1528,Enrico Biermann,,Enrico Biermann
n1529,Denes Bisztray,,Denes Bisztray
n1530,Bernd Bohnet,,Bernd Bohnet
n1531,Artur Boronat,,Artur Boronat
n1532,Leif Geiger,,Leif Geiger
n1533,Rubino Gei b,,Rubino Gei b
n1534,"akos Horvath  ",,"akos Horvath  "
n1535,Ole Kniemeyer,,Ole Kniemeyer
n1536,Tom Mens,,Tom Mens
n1537,Benjamin Ne b,,Benjamin Ne b
n1538,Detlef Plump,,Detlef Plump
n1539,Tamas Vajk,,Tamas Vajk
n1540,S lawek Staworko,,S lawek Staworko
n1541,Jose E. Labra Gayo,,Jose E. Labra Gayo
n1542,Eric G. Prud 'hommeaux,,Eric G. Prud 'hommeaux
n1543,Jorg Bauer,,Jorg Bauer
n1544,Yann Strozecki,,Yann Strozecki
n1545,Benjamin Bergougnoux,,Benjamin Bergougnoux
n1546,Mamadou Moustapha Kante,,Mamadou Moustapha Kante
n1547,Stefan Mengel,,Stefan Mengel
n1548,Antoine Amarilli,,Antoine Amarilli
n1549,Mikael Monet,,Mikael Monet
n1550,Pierre Senellart,,Pierre Senellart
n1551,Andrea Cali,,Andrea Cali
n1552,Igor Razgon,,Igor Razgon
n1553,"Arnaud Durand  ",,"Arnaud Durand  "
n1554,Simone Bova,,Simone Bova
n1555,Friedrich Slivovsky,,Friedrich Slivovsky
n1556,Johann Brault-Baron,,Johann Brault-Baron
n1557,Arnaud Durand,,Arnaud Durand
n1558,Guillaume Bagan,,Guillaume Bagan
n1559,George H. L. Fletcher,,George H. L. Fletcher
n1560,Nicky Advokaat,,Nicky Advokaat
n1561,Lingbo Kong,,Lingbo Kong
n1562,Julien Carme,,Julien Carme
n1563,Michel Latteux,,Michel Latteux
n1564,Alain Terlutte,,Alain Terlutte
n1565,Francois Denis,,Francois Denis
n1566,Yann Esposito,,Yann Esposito
n1567,Pierre Dupont,,Pierre Dupont
n1568,S lawomir Staworko,,S lawomir Staworko
n1569,Michael Cadilhac,,Michael Cadilhac
n1570,Filip Mazowiecki,,Filip Mazowiecki
n1571,Charles Paperman,,Charles Paperman
n1572,Michal Pilipczuk,,Michal Pilipczuk
n1573,Geraud Senizergues,,Geraud Senizergues
n1574,Laure Daviaud,,Laure Daviaud
n1575,Olivier Carton,,Olivier Carton
n1576,Nathanael Fijalkow,,Nathanael Fijalkow
n1577,Wojciech Czerwinski,,Wojciech Czerwinski
n1578,"Slawomir Lasota  ",,"Slawomir Lasota  "
n1579,Filip Murlak,,Filip Murlak
n1580,Luc Dartois,,Luc Dartois
n1581,Andreas Krebs,,Andreas Krebs
n1582,Michael Ludwig,,Michael Ludwig
n1583,Micha l Pilipczuk,,Micha l Pilipczuk
n1584,Mireille Clerbout,,Mireille Clerbout
n1585,Isabelle Ryl,,Isabelle Ryl
n1586,Wieslaw Zielonka,,Wieslaw Zielonka
n1587,Pierre-Andre Wacrenier,,Pierre-Andre Wacrenier
n1588,Robert Cori,,Robert Cori
n1589,eric Sopena,,eric Sopena
n1590,Eric Sopena,,Eric Sopena
n1591,Jan Chomicki,,Jan Chomicki
n1592,Jerzy Marcinkowski,,Jerzy Marcinkowski
n1593,Valentina Zantedeschi,,Valentina Zantedeschi
n1594,Aurelien Bellet,,Aurelien Bellet
n1595,Brij Mohan Lal Srivastava,,Brij Mohan Lal Srivastava
n1596,Nathalie Vauquier,,Nathalie Vauquier
n1597,Md. Sahidullah,,Md. Sahidullah
n1598,Emmanuel Vincent,,Emmanuel Vincent
n1599,Rachid Guerraoui,,Rachid Guerraoui
n1600,Mahsa Taziki,,Mahsa Taziki
n1601,Paul Vanhaesebrouck,,Paul Vanhaesebrouck
n1602,Daniela Dudau Sofronie,,Daniela Dudau Sofronie
n1603,Isabelle Tellier,,Isabelle Tellier
n1604,David Chatel,,David Chatel
n1605,Pascal Denis,,Pascal Denis
n1606,Francesco De Comite,,Francesco De Comite
n1607,Thomas Ricatte,,Thomas Ricatte
n1608,Patrick Marty,,Patrick Marty
n1609,Fabien Torre,,Fabien Torre
n1610,Florent Jou be,,Florent Jou be
n1611,Christophe Costa Flor encio,,Christophe Costa Flor encio
n1612,Jonny Daenen,,Jonny Daenen
n1613,Jan Van den Bu bche,,Jan Van den Bu bche
n1614,Dries Van Dyck,,Dries Van Dyck
n1615,Maurice Bruynooghe,,Maurice Bruynooghe
n1616,Hendrik Blockeel,,Hendrik Blockeel
n1617,"Bart Bogaerts  ",,"Bart Bogaerts  "
n1618,Broes De Cat,,Broes De Cat
n1619,Stef De Pooter,,Stef De Pooter
n1620,Joachim Jansen,,Joachim Jansen
n1621,Anthony Labarre,,Anthony Labarre
n1622,Marc Denecker,,Marc Denecker
n1623,Sicco Verwer,,Sicco Verwer
n1624,Tom Croonenborghs,,Tom Croonenborghs
n1625,Fabrizio Costa,,Fabrizio Costa
n1626,Tamas Horvath,,Tamas Horvath
n1627,Ondrej Kuzelka,,Ondrej Kuzelka
n1628,Christos Pelekis,,Christos Pelekis
n1629,Je be Davis,,Je be Davis
n1630,Pauline Wauquier,,Pauline Wauquier
n1631,Mikaela Keller,,Mikaela Keller
n1632,Antonino Freno,,Antonino Freno
n1633,Gemma C. Garriga,,Gemma C. Garriga
n1634,Wendy Webber Chapman,,Wendy Webber Chapman
n1635,John N. Dowling,,John N. Dowling
n1636,Atar Baer,,Atar Baer
n1637,David L. Buckeridge,,David L. Buckeridge
n1638,Dennis Cochrane,,Dennis Cochrane
n1639,Michael A. Conway,,Michael A. Conway
n1640,Peter L. Elkin,,Peter L. Elkin
n1641,Jeremy U. Espino,,Jeremy U. Espino
n1642,Julia E. Gunn,,Julia E. Gunn
n1643,Craig M. Hales,,Craig M. Hales
n1644,Lori Hutwagner,,Lori Hutwagner
n1645,Catherine Larson,,Catherine Larson
n1646,Rebecca Noe,,Rebecca Noe
n1647,Anya Okhmatovskaia,,Anya Okhmatovskaia
n1648,Karen Olson,,Karen Olson
n1649,Marc Paladini,,Marc Paladini
n1650,Matthew Scholer,,Matthew Scholer
n1651,Carol Sniegoski,,Carol Sniegoski
n1652,David Thompson,,David Thompson
n1653,Bill Lober,,Bill Lober
n1654,Clark C. Freifeld,,Clark C. Freifeld
n1655,John S. Brownstein,,John S. Brownstein
n1656,Oren Glickman,,Oren Glickman
n1657,Ido Dagan,,Ido Dagan
n1658,Walter Daelemans,,Walter Daelemans
n1659,Samy Bengio,,Samy Bengio
n1660,Siew Yeung Wong,,Siew Yeung Wong
n1661,Bert Cappelle,,Bert Cappelle
n1662,Clark C Freifeld,,Clark C Freifeld
n1663,John S Brownstein,,John S Brownstein
n1664,Amy Sonricker,,Amy Sonricker
n1665,Clark Freifeld,,Clark Freifeld
n1666,John Brownstein,,John Brownstein
n1667,Jean Baptiste Faddoul,,Jean Baptiste Faddoul
n1668,Boris Chidlovskii,,Boris Chidlovskii
n1669,Frederic Tantini,,Frederic Tantini
n1670,Laurent Candillier,,Laurent Candillier
n1671,Olivier Bousquet,,Olivier Bousquet
n1672,Celine Rouveirol,,Celine Rouveirol
n1673,Stephen Pasteris,,Stephen Pasteris
n1674,Fabio Vitale,,Fabio Vitale
n1675,Kevin S. Chan,,Kevin S. Chan
n1676,Shiqiang Wang,,Shiqiang Wang
n1677,Mark Herbster,,Mark Herbster
n1678,Marco Bre ban 0002,,Marco Bre ban 0002
n1679,Nicolo Cesa-Bianchi,,Nicolo Cesa-Bianchi
n1680,Andrea Paudice,,Andrea Paudice
n1681,Anand Rajagopalan,,Anand Rajagopalan
n1682,Claudio Gentile,,Claudio Gentile
n1683,Walter Balzano,,Walter Balzano
n1684,Aniello Murano,,Aniello Murano
n1685,Nikos Parotsidis,,Nikos Parotsidis
n1686,"Kevin Chan  ",,"Kevin Chan  "
n1687,Geraud Le Falher,,Geraud Le Falher
n1688,Robin Vogel,,Robin Vogel
n1689,Stephan Clemencon,,Stephan Clemencon
n1690,Kuan Liu,,Kuan Liu
n1691,Avner May,,Avner May
n1692,Alireza Bagheri Garakani,,Alireza Bagheri Garakani
n1693,Zhiyun Lu,,Zhiyun Lu
n1694,Dong Guo,,Dong Guo
n1695,Linxi Fan,,Linxi Fan
n1696,"Michael Collins  ",,"Michael Collins  "
n1697,"Daniel Hsu  ",,"Daniel Hsu  "
n1698,Brian Kingsbury,,Brian Kingsbury
n1699,Michael Picheny,,Michael Picheny
n1700,Fei Sha,,Fei Sha
n1701,Hadrien Hendrikx,,Hadrien Hendrikx
n1702,Ons Jela bi,,Ons Jela bi
n1703,Guillaume Papa,,Guillaume Papa
n1704,William de Vazelhes,,William de Vazelhes
n1705,C. J. Carey,,C. J. Carey
n1706,Yuan Tang,,Yuan Tang
n1707,James Bell,,James Bell
n1708,Adria Gascon,,Adria Gascon
n1709,Tejas Kulkarni,,Tejas Kulkarni
n1710,Peter Kairouz,,Peter Kairouz
n1711,H. Brendan McMahan,,H. Brendan McMahan
